	amicus	argDate	argMonth	argYear	caseName	cutoffs_ALL	cutoffs_BREYER	cutoffs_GINSBURG	cutoffs_KENNEDY	cutoffs_ROBERTS	cutoffs_SCALIA	decDate	majVotes	minVotes	winner	words_BREYER	words_GINSBURG	words_KENNEDY	words_ROBERTS	words_SCALIA	sentiment_BREYER	sentiment_GINSBURG	sentiment_KENNEDY	sentiment_ROBERTS	sentiment_SCALIA
09-837	0	1/11/11	1	11	"""MAYO FOUNDATION FOR MEDICAL EDUCATION AND RESEARCH, et al., PETITIONERS v. UNITED STATES"""		0.0	0.0	0.0	0.0	0.0	1/11/11	8	0	0	-1.0	-1.0	0.0	-0.96	0.0	0.1709033613445378	0.03333333333333333	0.0	0.0	0.0
09-846	0	4/26/11	4	11	"""UNITED STATES, PETITIONER v. TOHONO O'ODHAM NATION"""		0.0	0.0	0.0	0.0	0.0	4/26/11	7	1	1	-0.4772727272727273	0.0	1.0	-0.4666666666666667	1.0	-0.56875	-0.05185185185185186	-0.02500000000000001	-0.05555555555555555	0.0
09-868	0	3/7/11	3	11	"""ASHBEL T. WALL, II, DIRECTOR, RHODE ISLAND DEPARTMENT OF CORRECTIONS, PETITIONER v. KHALIL KHOLI"""		0.0	0.0	0.0	0.0	0.0	3/7/11	9	0	0	0.3051519154557464	-0.05263157894736842	-0.4025974025974026	0.7777777777777778	-0.4117647058823529	-0.03798892059761627	0.057142857142857134	-0.03	-0.04077380952380954	-0.12482096474953615
09-893	0	4/27/11	4	11	"""AT&T MOBILITY LLC, PETITIONER v. VINCENT CONCEPTION ET UX"""		0.0	0.0	0.0	0.0	0.0	4/27/11	5	4	1	-1.0	0.0	0.0	-0.8021978021978022	-1.0	-0.08333333333333333	0.0	-0.28611111111111115	0.11414347557204696	0.2857142857142857
09-907	-1	1/11/11	1	11	"""JASON M. RANSOM, PETITIONER v. FIA CARD SERVICES, N.A., FKA MBNA AMERICA BANK, N.A."""		0.0	0.0	0.0	0.0	0.0	1/11/11	8	1	0	-0.01098901098901099	-0.95	-0.359375	0.05213270142180095	-0.855072463768116	-0.043520408163265335	-0.10611111111111111	-0.475	0.029024943310657608	-0.12047619047619049
09-958	1	2/22/12	2	12	"""TOBY DOUGLAS, DIRECTOR, CALIFORNIA DEPARTMENT OF HEALTH CARE SERVICES, PETITIONER v. INDEPENDENT LIVING CENTER OF SOUTHERN CALIFORNIA, INC., et al."""	-31.0	0.0	0.0	-1.0	-1.0	-1.0	2/22/12	5	4	1	0.0	0.0	-1.0	-1.0	-1.0	-0.00302197802197802	0.0	0.17047619047619048	0.07050000000000001	0.10736263736263736
09-993	-1	6/23/11	6	11	"""PLIVIA, INC., et al., PETITIONERS v. GLADYS MENSING"""		0.0	0.0	0.0	0.0	0.0	6/23/11	5	4	1	1.0	-1.0	0.4942528735632184	0.5714285714285714	0.5833333333333334	-0.013333333333333341	-0.05555555555555555	0.05555555555555556	-0.17886904761904762	-0.0325191570881226
09-996	1	2/23/11	2	11	"""JAMES WALKER, WARDEN, et al., PETITIONERS v. CHARLES W. MARTIN"""		0.0	0.0	0.0	0.0	0.0	2/23/11	9	0	1	0.5182926829268293	-0.2298850574712644	0.0	0.8156682027649771	-0.5319148936170213	0.06235380116959063	0.07900432900432901	0.0	-0.12700708382526565	-0.5039285714285714
10-1001	1	3/20/12	3	12	"""LUIS MARIANO MARTINEZ, PETITIONER v. CHARLES L. RYAN, DIRECTOR, ARIZONA DEPARTMENT OF CORRECTIONS"""	-36.0	-1.0	-1.0	-1.0	-1.0	-1.0	3/20/12	7	2	1	-1.0	-1.0	-1.0	-0.7241379310344828	-1.0	0.08904761904761906	0.12683982683982684	0.16581632653061226	-0.2357142857142857	-0.02125
10-1016	0	3/20/12	3	12	"""DANIEL COLEMAN, PETITIONER v. COURT OF APPEALS OF MARYLAND et al."""	-4.0	0.0	-1.0	0.0	0.3333333333333333	-1.0	3/20/12	5	4	0	-1.0	-0.5789473684210527	1.0	0.2545454545454545	-1.0	0.07182539682539683	-0.06019345238095241	-0.23666666666666666	0.41160714285714284	-0.1
10-1018	0	4/17/12	4	12	"""STEVE A. FILARSKY, PETITIONER v. NICHOLAS B. DELIA."""	0.0	0.0	0.0	0.0	-1.0	1.0	4/17/12	9	0	1	0.0	0.0	-1.0	0.2777777777777778	1.0	-0.0037551440329218057	0.06666666666666668	0.0	0.013054315476190459	0.06710005668934241
10-1024	0	3/28/12	3	12	"""FEDERAL AVIATION ADMINISTRATION, et al., PETITIONERS v. STANMORE CAWTHON COOPER"""	5.0	0.0	1.0	-1.0	0.0	0.0	3/28/12	5	3	1	0.924812030075188	1.0	-1.0	0.13513513513513514	-1.0	0.507390873015873	0.05972222222222223	-0.684126984126984	-0.07619047619047621	0.07763605442176871
10-1042	0	5/24/12	5	12	"""TAMMY FORET FREEMAN, et al., PETITIONERS v. QUICKEN LOANS, INC."""	13.0	0.2857142857142857	1.0	-1.0	0.0	0.0	5/24/12	9	0	0	0.3886792452830189	1.0	-1.0	0.17073170731707318	-0.22181818181818186	-0.07895171957671956	-0.2857142857142857	-0.125	0.06666666666666667	-0.008881330309901741
10-1062	0	3/21/12	3	12	"""CHANTELL SACKETT, et vir, PETITIONERS v. ENVIRONMENTAL PROTECTION AGENCY, et al."""	-15.0	-1.0	0.0	1.0	-1.0	-1.0	3/21/12	9	0	1	-1.0	0.0	0.125	-0.7213930348258707	-0.4585987261146497	0.0498076923076923	0.0	0.7791666666666666	-0.21031746031746032	-0.15333333333333332
10-1104	-1	1/10/12	1	12	"""MARGARET MINNECI, et al. v. RICHARD LEE POLLARD et al."""	35.0	1.0	1.0	1.0	1.0	1.0	1/10/12	8	1	1	1.0	1.0	1.0	0.8481848184818482	1.0	0.04782125768967875	-0.03515873015873016	-0.15833333333333333	0.0570578231292517	-0.025732600732600745
10-1121	0	6/21/12	6	12	"""DIANNE KNOX, et al., PETITIONERS v. SERVICE EMPLOYEES INTERNATIONAL UNION, LOCAL 1000"""	3.0	1.0	1.0	0.0	1.0	1.0	6/21/12	7	2	1	1.0	1.0	-0.010309278350515464	0.362962962962963	1.0	-0.22690291620524178	-0.10238095238095239	-0.175	-0.1159440267335004	-0.06293233082706767
10-114	0	6/6/11	6	11	"""RICKY D FOX, PETITIONER v. JUDY ANN VICE, AS EXECUTRIX OF THE ESTATE OF VICE, et al."""		0.0	0.0	0.0	0.0	0.0	6/6/11	9	0	1	0.0	-1.0	-1.0	-0.8518518518518519	-0.2380952380952381	0.0	0.03666666666666667	0.1	0.09689153439153438	-0.2857142857142857
10-1150	0	3/20/12	3	12	"""MAYO COLLABORATIVE SERVICES, DBA MAYO MEDICAL LABORATORIES, et al., PETITIONERS v. PROMETHEUS LABORATORIES, INC."""	22.0	0.14285714285714285	0.0	1.0	0.0	1.0	3/20/12	9	0	1	0.4817391304347826	0.0	1.0	-0.6083916083916084	1.0	-0.005082880082880062	0.0	0.18749363381716322	-0.13	-0.11011904761904762
10-1195	0	1/18/12	1	12	"""MARCUS D. MIMS, PETITIONER v. ARROW FINANCIAL SERVICES, LLC"""	3.0	1.0	0.3333333333333333	1.0	1.0	-0.42857142857142855	1/18/12	9	0	1	0.3928571428571429	0.6507936507936508	1.0	0.21721311475409835	-0.987878787878788	-0.18580357142857146	0.21198979591836736	0.0	-0.08058035714285716	-0.1169642857142857
10-1211	0	3/28/12	3	12	"""PANAGIS VARTELAS, PETITIONER v. ERIC H. HOLDER, JR., ATTORNEY GENERAL"""	-14.0	0.0	0.0	0.0	0.0	-0.6	3/28/12	6	3	1	-1.0	0.0	0.0	0.9540229885057472	0.3148148148148148	0.2	0.0	0.0	0.0023809523809523872	-0.2119047619047619
10-1219	0	4/18/12	4	12	"""DAVID J. KAPPOS, UNDER SECRETARY OF COMMERCE FOR INTELLECTUAL PROPERTY AND DIRECTOR, PATENT AND TRADEMARK OFFICE, PETITIONER v. GILBERT P. HYATT"""	8.0	0.0	0.0	0.0	0.0	1.0	4/18/12	9	0	0	1.0	0.0	0.0	-0.3935483870967742	1.0	-0.05	0.0	0.0	0.029220779220779217	-0.11785714285714285
10-1259	0	1/23/12	1	12	"""UNITED STATES, PETITIONER v. ANTOINE JONES"""	6.0	0.0	0.0	0.0	-1.0	0.3333333333333333	1/23/12	9	0	0	-0.21856866537717604	0.0	-0.4350282485875706	-0.6423841059602649	-0.26744186046511625	-0.005469954648526051	0.0	0.1	0.10626984126984128	0.34821428571428564
10-1261	-1	3/26/12	3	12	"""CREDIT SUISSE SECURITIES (USA) LLC, et al., PETITIONERS v. VANESSA SIMMONDS"""	3.0	-1.0	0.0	0.0	0.0	-1.0	3/26/12	8	0	1	-1.0	0.0	0.0	0.0	-0.5428571428571428	0.10879120879120878	-0.32499999999999996	0.0	0.0	0.04432539682539683
10-1265	0	3/5/12	3	12	"""MICHAEL MARTEL, WARDEN, PETITIONER v. KENNETH CLAIR"""	1.0	0.25	0.0	0.0	0.0	1.0	3/5/12	9	0	1	0.3355704697986577	-0.6470588235294118	0.0	-0.4295774647887324	1.0	0.016420507596978162	0.25886363636363635	0.0	-0.060048634493078956	0.0
10-1293	1	6/21/12	6	12	"""FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. FOX TELEVISION STATIONS, INC., et al. FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. ABC, INC., et al."""	-15.0	-1.0	-1.0	0.0	0.0	-1.0	6/21/12	8	0	0	-1.0	-1.0	-1.0	-1.0	-1.0	0.07731406926406927	0.30000000000000004	0.07905844155844155	0.08308823529411764	0.15075721153846153
10-1320	0	5/24/12	5	12	"""ALEX BLUEFORD, PETITIONER v. ARKANSAS"""	17.0	1.0	0.0	1.0	1.0	1.0	5/24/12	6	3	0	0.5240715268225584	-0.3333333333333333	1.0	1.0	0.6363636363636364	-0.07547619047619049	-0.32500000000000007	0.10416666666666667	0.14375	0.04097222222222223
10-1399	-1	3/20/12	3	12	"""DANA ROBERTS, PETITIONER v. SEA-LAND SERVICES, INC., et al."""	3.0	-0.6	1.0	0.0	-1.0	-0.16666666666666666	3/20/12	8	1	0	0.4836272040302267	1.0	0.0	-0.6784313725490196	0.4290123456790124	-0.05175879342546008	-0.20514069264069265	0.0	-0.15646714396714395	-0.06686230436230434
10-1472	0	5/21/12	5	12	"""KOUICHI TANIGUCHI, PETITIONER v. KAN PACIFIC SAIPAN, LTD., DBA MARIANAS RESORT AND SPA"""	12.0	1.0	0.0	1.0	0.0	0.0	5/21/12	6	3	1	-0.08661417322834647	1.0	1.0	1.0	0.044585987261146494	0.24999999999999994	0.0	0.07576530612244896	0.03571428571428571	0.14918981481481483
10-1491	-1	10/1/12	10	12	"""ESTHER KIOBEL, INDIVIDUALLY AND ON BEHALF OF HER LATE HUSBAND, DR. BARINEM KIOBEL, et al., PETITIONERS v. ROYAL DUTCH PETROLEUM CO. et al."""	19.0	1.0	0.0	0.0	0.5	0.3333333333333333	4/17/13	9	0	0	1.0	1.0	1.0	0.6314199395770392	-0.5434782608695652	-0.13343073593073593	-0.0761111111111111	-0.09010992865159531	-0.05052083333333333	0.013461538461538466
10-1542	-1	5/21/12	5	12	"""ERIC H. HOLDER, JR., ATTORNEY GENERAL, PETITIONER  v. CARLOS MARTINEZ GUTIERREZ"""	27.0	1.0	0.0	1.0	0.0	0.0	5/21/12	9	0	1	0.6382252559726962	1.0	0.5633802816901409	0.014084507042253518	1.0	-0.18363095238095234	-0.15714285714285714	-0.21214285714285713	0.07	-0.043638392857142855
10-174	1	6/20/11	6	11	"""AMERICAN ELECTRIC POWER COMPANY, INC., et al., PETITIONERS v. CONNECTICUT ET AL"""		0.0	0.0	0.0	0.0	0.0	6/20/11	8	0	1	0.0	0.0	-0.1	-0.6363636363636364	-0.02824858757062147	0.0	0.0	0.08333333333333333	-0.07916666666666668	0.0037353577794754234
10-179	1	6/23/11	6	11	"""HOWARD K. STERN, EXECUTOR OF THE ESTATE OF VICKI LYNN MARSHALL, PETITIONER, v. ELAINE T. MARSHALL, EXECUTRIX OF THE ESTATE OF E. PIERCE MARSHALL"""		0.0	0.0	0.0	0.0	0.0	6/23/11	5	4	0	-0.3148148148148148	0.0	0.0	-1.0	-1.0	0.3666666666666667	0.0	0.0	0.008597883597883604	0.0
10-188	1	5/16/11	5	11	"""SCHINDLER ELEVATOR CORPORATION, PETITIONER v. UNITED STATES ex rel. DANIEL KIRK"""		0.0	0.0	0.0	0.0	0.0	5/16/11	5	3	1	-1.0	-1.0	0.0	-0.7037037037037037	1.0	0.15000000000000002	-0.03333333333333333	0.0	0.11666666666666665	0.08333333333333333
10-209	-1	3/21/12	3	12	"""BLAINE LAFLER, PETITIONER v. ANTHONY COOPER"""	42.0	-1.0	1.0	1.0	1.0	0.6	3/21/12	5	4	1	-0.5169660678642715	1.0	0.8893280632411067	0.8937644341801386	1.0	-0.037595755693581805	-0.03835978835978835	0.6156250000000001	0.1844387755102041	-0.04749192606335463
10-218	0	2/22/12	2	12	"""PPL MONTANA, LLC, PETITIONER v. MONTANA"""	-4.0	-1.0	0.0	0.0	0.0	-1.0	2/22/12	9	0	1	-1.0	0.0	0.7460317460317459	0.35211267605633795	-0.5185185185185185	0.08669642857142856	0.0	0.20416666666666666	0.175	0.049028822055137845
10-224	-1	1/23/12	1	12	"""NATIONAL MEAT ASSOCIATION, PETITIONER v. KAMALA D. HARRIS, ATTORNEY GENERAL OF CALIFORNIA, et al."""	30.0	-1.0	0.0	0.0	0.3333333333333333	0.5	1/23/12	9	0	1	0.31746031746031744	0.0	0.0	0.25	0.616580310880829	0.013052721088435366	0.0	0.0	0.25	-0.0896825396825397
10-235	0	6/23/11	6	11	"""CSX TRANSPORTATION, INC., PETITIONER v. ROBERT MCBRIDE"""		0.0	0.0	0.0	0.0	0.0	6/23/11	5	4	0	-0.7391304347826086	-0.05882352941176471	0.07692307692307693	-0.2558139534883721	0.5633802816901409	0.26666666666666666	0.1	0.0875	0.0	0.0030240221088435326
10-277	1	6/20/11	6	11	"""WAL-MART STORES, INC., PETITIONER v. BETTY DUKES et al."""	0.0	0.0	0.0	0.0	0.0	0.0	6/20/11	5	4	1	-1.0	-1.0	-1.0	-1.0	-1.0	0.07499999999999998	-0.08333333333333333	0.2	0.09821428571428571	-0.10625000000000001
10-290	0	6/9/11	6	11	"""MICROSOFT CORPORATION, PETITIONER v. I4I  LIMITED PARTNERSHIP et al."""		0.0	0.0	0.0	0.0	0.0	6/9/11	8	0	0	-1.0	0.3592233009708738	-1.0	0.0	1.0	0.021666666666666667	-0.13333333333333333	-0.08333333333333333	0.0	-0.24523809523809523
10-382	0	6/13/11	6	11	"""UNITED STATES, PETITIONER v. JICARILLA APACHE NATION"""		0.0	0.0	0.0	0.0	0.0	6/13/11	7	1	1	-0.8454545454545455	-1.0	0.0	0.1176470588235294	-1.0	0.001587301587301589	0.5	0.0	-0.15773809523809523	0.10595238095238095
10-444	0	3/21/12	3	12	"""MISSOURI, PETITIONER v. GALIN E. FRYE"""	4.0	1.0	-1.0	0.0	0.0	1.0	3/21/12	5	4	1	1.0	-0.979591836734694	1.0	0.5892857142857143	0.8181818181818182	0.0864087301587302	-0.13154761904761905	-0.09761904761904763	-0.017478354978354982	0.17685090702947848
10-507	-1	1/11/12	1	12	"""PACIFIC OPERATORS OFFSHORE, LLP, et al. v. LUISA L. VALLADOLID ET AL"""	20.0	0.0	1.0	1.0	0.0	0.42857142857142855	1/11/12	9	0	1	-1.0	1.0	0.7851239669421488	0.3584905660377358	0.7456647398843931	0.12875	-0.07500000000000001	0.0	-0.6525	0.03239795918367346
10-545	0	1/18/12	1	12	"""LAWRENCE GOLAN, et al. v. ERIC H. HOLDER, JR., ATTORNEY GENERAL, et al."""	-6.0	-1.0	-1.0	0.0	0.6	-0.3333333333333333	1/18/12	6	2	0	1.0	-0.9108910891089108	-1.0	-0.6595744680851063	-0.46	0.030492424242424244	0.08956043956043956	0.16666666666666666	-0.013733766233766237	-0.5017857142857143
10-553	-1	1/11/12	1	12	"""HOSANNA-TABOR EVANGELICAL LUTHERAN CHURCH AND SCHOOL v. EQUAL EMPLOYMENT OPPORTUNITY COMMISSION, et al."""	17.0	0.5	1.0	1.0	-1.0	0.7142857142857143	1/11/12	9	0	1	0.934560327198364	1.0	1.0	0.5733333333333334	0.9033816425120772	-0.06125541125541125	0.0021258503401360546	0.0	-0.26333333333333336	-0.20037593984962407
10-568	1	6/13/11	6	11	"""NEVADA COMMISSION ON ETHICS, PETITIONER v. MICHAEL A. CARRIGAN"""		0.0	0.0	0.0	0.0	0.0	6/13/11	9	0	1	-0.08779443254817987	0.2923076923076923	0.0	0.6548223350253807	-0.45378151260504207	0.09506711459836456	0.05976190476190476	0.0	-0.3107142857142857	0.2447478991596638
10-577	0	2/21/12	2	12	"""AKIO KAWASHIMA, ET UX., PETITIONERS v. ERIC H. HOLDER, JR., ATTORNEY GENERAL."""	-14.0	0.0	0.0	0.0	0.0	0.0	2/21/12	6	3	0	0.0	1.0	0.0	0.5428571428571428	-0.2534246575342466	-0.1	0.12692307692307697	0.0	-0.25	-0.09932359307359305
10-637	0	11/8/11	11	11	"""ERIC GREENE, AKA JARMAINE Q. TRICE v. JON FISHER, SUPERINTENDENT, STATE CORRECTIONAL INSTITUTION AT SMITHFIELD, et al."""	7.0	-1.0	1.0	-1.0	-1.0	0.0	11/8/11	9	0	1	-0.13008130081300814	0.8048780487804879	-1.0	0.34	0.0	-0.29141414141414135	0.0	0.0	-0.07037037037037036	0.0
10-680	1	2/21/12	2	12	"""CAROL HOWES, WARDEN, PETITIONER v. RANDALL LEE FIELDS"""	-3.0	-1.0	0.0	0.3333333333333333	0.75	1.0	2/21/12	6	3	1	-1.0	1.0	0.3626373626373626	0.5331991951710262	1.0	0.2553571428571429	-0.025	0.1	-0.22899659863945576	0.015401785714285715
10-694	0	12/12/11	12	11	"""JOEL JUDULANG, PETITIONER v. ERIC H. HOLDER, JR., ATTORNEY GENERAL"""		0.0	0.0	0.0	0.0	0.0	12/12/11	9	0	1	1.0	1.0	0.0	-1.0	0.0	-0.17361111111111113	0.0	0.0	0.39285714285714285	0.0
10-699	1	3/26/12	3	12	"""MENACHEM BINYAMIN ZIVOTOFSKY, BY HIS PARENTS AND GUARDIANS, ARI Z. AND NAOMI SIEGMAN ZIVOTOFSKY, PETITIONER v. HILLARY RODHAM CLINTON, SECRETARY OF STATE"""		0.0	0.0	0.0	0.0	0.0	3/26/12	8	1	1	0.0	-0.024390243902439025	-0.04072398190045249	-0.2897196261682243	0.5723270440251572	0.0	-0.11785714285714287	-0.259375	0.02159090909090909	0.11321428571428568
10-704	-1	2/22/12	2	12	"""CURT MESSERSCHMIDT et al., PETITIONERS v. BRENDA MILLENDER, AS EXECUTOR OF THE ESTATE OF AUGUSTA MILLENDER, DECEASED, et al."""	39.0	1.0	1.0	1.0	0.5	0.0	2/22/12	6	3	1	1.0	0.771689497716895	0.3986013986013986	0.6666666666666666	0.8695652173913043	0.04066558441558443	-0.08154761904761905	-0.32767857142857143	0.1654737308146399	0.23214285714285715
10-708	1	6/28/12	6	12	"""FIRST AMERICAN FINANCIAL CORPORATION, SUCCESSOR IN INTEREST TO THE FIRST AMERICAN CORPORATION, et al., PETITIONERS v. DENISE P. EDWARDS"""	-37.0	-1.0	-1.0	-0.5	-0.42857142857142855	-0.16666666666666666	6/28/12	9	0	0	-1.0	-1.0	-0.9555555555555556	-0.34812760055478503	-0.2594059405940594	-0.10333333333333333	0.05357142857142857	-0.0199319727891156	0.012082725947521938	-0.13410409035409035
10-779	1	6/23/11	6	11	"""SORRELL, ATTORNEY GENERAL OF VERMONT, et al. v. IMS HEALTH INC. ET AL"""	-1.0	0.0	0.0	0.0	0.0	0.0	6/23/11	6	3	0	1.0	0.2608695652173913	0.6986301369863014	-0.2459016393442623	-0.7844311377245509	0.007121212121212119	0.34909090909090906	-0.01651802279353301	0.08946687370600413	-0.05527777777777779
10-788	0	4/2/12	4	12	"""CHARLES A. REHBERG, PETITIONER v. JAMES P. PAULK"""	18.0	1.0	0.0	0.0	0.0	1.0	4/2/12	9	0	0	-0.3702770780856423	0.0945945945945946	0.0	0.5	1.0	-0.05138736263736263	0.03188775510204081	0.0	-0.25	-0.007103174603174611
10-844	0	4/17/12	4	12	"""CARACO PHARMACEUTICAL LABORATORIES, LTD., et al., PETITIONERS v. NOVO NORDISK A/S et al."""	1.0	0.0	1.0	0.0	0.0	1.0	4/17/12	9	0	1	0.0	1.0	0.1794871794871795	-0.6175298804780877	1.0	0.2030357142857143	0.05841269841269841	0.0	-0.07065217391304349	0.006420068027210884
10-875	0	5/14/12	5	12	"""LYNWOOD D. HALL, ET UX., PETITIONERS v. UNITED STATES"""	1.0	0.3333333333333333	1.0	1.0	-1.0	0.0	5/14/12	5	4	0	-0.051829268292682924	0.7692307692307693	1.0	-0.6888888888888889	1.0	-0.15390383426097712	-0.06428571428571422	-0.05	-0.07983630952380955	0.1
10-879	-1	2/29/12	2	12	"""GLORIA GAIL KURNS, EXECUTRIX OF THE ESTATE OF GEORGE M. CORSON, DECEASED, et al., PETITIONERS v. RAILROAD FRICTION PRODUCTS CORPORATION et al."""	19.0	-1.0	0.0	1.0	0.6	1.0	2/29/12	6	3	0	-0.24	0.0	1.0	1.0	1.0	0.17361111111111108	0.0	-0.1556084656084656	-0.16499999999999998	0.27499999999999997
10-895	0	1/10/12	1	12	"""RAFAEL ARRIAZA GONZALES v. RICK THALER, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION"""	-7.0	-1.0	-1.0	0.0	0.0	-1.0	1/10/12	8	1	0	-1.0	-1.0	0.0	1.0	-1.0	0.11425070028011203	0.12928571428571428	0.0	-0.125	0.15314285714285714
10-930	0	1/8/13	1	13	"""CHARLES L. RYAN, PETITIONER v. ERNEST VALENCIA GONZALES"""	2.0	0.0	0.0	1.0	1.0	0.0	1/8/13	9	0	1	-0.5656565656565656	0.6363636363636364	1.0	0.7	0.625	0.11874999999999998	0.1457142857142857	0.0	0.26728896103896105	-0.05416666666666666
10-945	-1	4/2/12	4	12	"""ALBERT W. FLORENCE, PETITIONER v. BOARD OF CHOSEN FREEHOLDERS OF THE COUNTY OF BURLINGTON et al."""		0.0	0.0	0.0	0.0	0.0	4/2/12	5	4	0	-0.801980198019802	-0.7777777777777778	-1.0	0.3358490566037736	-0.9736842105263158	0.2081597222222222	-0.3895833333333333	0.018055555555555554	0.05352857251353492	0.20168650793650797
10-948	0	1/10/12	1	12	COMPUCREDIT CORPORATION et al. v. WANDA GREENWOOD et al.	-6.0	0.0	0.0	0.0	0.0	-1.0	1/10/12	8	1	1	0.0	1.0	0.0	1.0	-1.0	0.0	-0.20714285714285716	-0.19999999999999998	0.0	0.0744047619047619
11-10189	0	5/28/13	5	13	"""CARLOS TREVINO, PETITIONER v. RICK THALER, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION"""	-5.0	-1.0	0.0	1.0	0.0	-1.0	5/28/13	5	4	1	-1.0	-0.17928286852589642	-0.9806201550387597	0.8604651162790697	-1.0	0.15398065476190476	-0.13428571428571434	0.06409090909090909	-0.12540404040404038	0.08184523809523811
11-1025	0	2/26/13	2	13	"""JAMES R. CLAPPER, JR., DIRECTOR OF NATIONAL INTELLIGENCE, et al., PETITIONERS v. AMNESTY INTERNATIONAL USA et al."""	7.0	1.0	-0.5	1.0	-1.0	-1.0	2/26/13	5	4	1	0.023498694516971282	-0.09701492537313433	1.0	0.22105263157894736	-1.0	0.09595043845043846	0.25871212121212117	-0.0337797619047619	0.08035714285714285	0.19642857142857142
11-10362	1	3/27/13	3	13	"""KIM MILLBROOK, PETITIONER v. UNITED STATES"""	7.0	1.0	0.0	0.0	0.0	-1.0	3/27/13	9	0	1	1.0	-0.5118110236220472	-1.0	-0.125	-0.913793103448276	-0.09044642857142857	-0.24375000000000002	0.10000000000000003	0.25	0.11785714285714285
11-1059	1	4/16/13	4	13	"""GENESIS HEALTHCARE CORPORATION, et al., PETITIONERS v. LAURA SYMCZYK"""	-25.0	-0.2	-1.0	0.0	0.3333333333333333	0.0	4/16/13	5	4	0	0.055350553505535055	-1.0	-1.0	-0.473972602739726	-1.0	-0.009374999999999994	-0.19999999999999998	-0.3	0.14246031746031745	1.0
11-1085	-1	2/27/13	2	13	"""AMGEN INC., et al., PETITIONERS v. CONNECTICUT RETIREMENT PLANS AND TRUST FUNDS"""	15.0	1.0	0.0	-1.0	1.0	-1.0	2/27/13	6	3	0	0.3645320197044335	-1.0	-0.2066115702479339	0.7480314960629921	0.022653721682847898	0.10792451596023026	0.23214285714285712	-0.06775510204081632	0.016666666666666663	0.1871685606060606
11-1118	0	2/20/13	2	13	"""JERRY W. GUNN, et al., PETITIONERS v. VERNON F. MINTON"""	-10.0	0.0	0.0	1.0	0.0	-0.7142857142857143	2/20/13	9	0	1	0.0	-0.7360406091370558	1.0	0.4936708860759494	-0.4834123222748815	0.0	0.15223214285714284	-0.00841666666666666	-0.14285714285714285	-0.2238095238095238
11-1160	1	2/19/13	2	13	"""FEDERAL TRADE COMMISSION, PETITIONER v. PHOEBE PUTNEY HEALTH SYSTEM, INC., et al."""	-12.0	-0.5384615384615384	1.0	0.0	0.0	0.0	2/19/13	9	0	0	-0.2390852390852391	1.0	0.0	0.03773584905660377	0.20125786163522014	0.17977234753550544	-0.140625	0.0	-0.16022727272727275	0.23964947089947092
11-1175	1	2/26/13	2	13	"""OLIVEA MARX, PETITIONER v. GENERAL REVENUE CORPORATION"""	-1.0	0.0	0.0	0.0	0.0	0.0	2/26/13	7	2	0	-0.3953488372093023	0.0	0.0	-0.6296296296296297	0.11504424778761063	-0.2845833333333333	0.0	0.0	0.016898148148148145	-0.002901785714285697
11-1221	1	6/3/13	6	13	"""JACQUELINE HILLMAN, PETITIONER v. JUDY A. MARETTA"""	-14.0	-1.0	-1.0	-1.0	0.3333333333333333	-1.0	6/3/13	9	0	0	-1.0	-1.0	-0.9086294416243654	-0.07853403141361258	-1.0	0.06220238095238095	0.09761904761904763	0.1	0.10670634920634921	0.10247564935064936
11-1231	-1	1/22/13	1	13	"""KATHLEEN SEBELIUS, SECRETARY OF HEALTH AND HUMAN SERVICES, PETITIONER v. AUBURN REGIONAL MEDICAL CENTER et al."""	30.0	1.0	1.0	0.0	1.0	1.0	1/22/13	9	0	1	1.0	1.0	1.0	0.4068965517241379	1.0	-0.07142857142857141	-0.25	-0.22336309523809522	0.041666666666666664	-0.011111111111111118
11-1274	1	2/27/13	2	13	"""MARC J. GABELLI AND BRUCE ALPERT, PETITIONERS v. SECURITIES AND EXCHANGE COMMISSION"""	14.0	-0.5	-1.0	-1.0	1.0	0.75	2/27/13	9	0	0	0.4251968503937008	-1.0	-1.0	0.4478527607361963	0.9115479115479116	0.3060763888888889	-0.09999999999999999	-0.041666666666666664	0.15029761904761904	0.2793377321603128
11-1285	0	4/16/13	4	13	"""US AIRWAYS, INC., IN ITS CAPACITY AS FIDUCIARY AND PLAN ADMINISTRATOR OF THE US AIRWAYS, INC. EMPLOYEE BENEFITS PLAN, PETITIONER v. JAMES E. MCCUTCHEN et al."""	18.0	1.0	0.0	1.0	0.3333333333333333	-1.0	4/16/13	5	4	0	1.0	1.0	1.0	0.5347222222222222	-0.3968253968253968	-0.2650545634920635	-0.06666666666666667	0.08583333333333334	-0.22767857142857145	-0.05203373015873015
11-1327	-1	2/20/13	2	13	"""LAMAR EVANS, PETITIONER v. MICHIGAN"""	23.0	0.0	0.0	0.0	0.0	1.0	2/20/13	8	1	1	-0.9389312977099236	0.0	1.0	0.7037037037037037	0.03614457831325301	0.1142857142857143	0.0	0.0	-0.18333333333333335	0.6047619047619048
